;qid;NoC;AggDepth;IterDistance;CpQ;IsRelax;FilterDepth;NoAgg;IterCommonMeasures;NoQ;IterCommonFilters;NoF;NoM;IVA;QF;IterRecall;ElapsedTime;ExecTime;RNI;CD;IterPrecision;IterCommonAgg;RQP;ConsTime;IterIdentity;IsRefine;salimLabel
1;dibstudent03--2016-09-24--23-01.log-10;88;0.0379746835443038;0;4;0.0;0;2;3;11;0;0;3;0;0.073524988469945;1;149.609;0.031;0.267899517761647;18;1;2;0.305555555555556;1.422;1;0;1
2;dibstudent03--2016-09-24--23-01.log-11;61;0.0379746835443038;1;14;0.0;0;2;2;12;0;0;2;0;0.0794459965838221;0.693181818181818;151.046;0.015;0.350137604871173;17;1;2;0.333333333333333;8.063;0;0;1
3;dibstudent03--2016-09-24--23-01.log-12;88;0.0379746835443038;1;3;0.0;0;2;2;13;0;0;3;0;0.0816967792615868;1;159.125;0.016;0.267899517761647;16;0.693181818181818;2;0.361111111111111;2.718;0;0;1
4;dibstudent03--2016-09-24--23-01.log-13;88;0.0379746835443038;0;3;0.0;0;2;3;14;0;0;3;0;0.0864533738429142;1;161.937;0.094;0.267899517761647;15;1;2;0.388888888888889;1.359;1;0;1
5;dibstudent03--2016-09-24--23-01.log-14;88;0.0379746835443038;0;3;0.0;0;2;3;15;0;0;3;0;0.0917431192660551;1;163.5;0.204;0.267899517761647;14;1;2;0.416666666666667;11.64;1;0;1
6;dibstudent03--2016-09-24--23-01.log-15;88;0.0379746835443038;0;3;0.0;0;2;3;16;0;0;3;0;0.0913309777551987;1;175.187;0.047;0.267899517761647;13;1;2;0.444444444444444;4.531;1;0;1
7;dibstudent03--2016-09-24--23-01.log-16;88;0.0379746835443038;0;3;0.0;0;2;3;17;0;0;3;0;0.0945679081022446;1;179.765;0.047;0.267899517761647;12;1;2;0.472222222222222;1.391;1;0;1
8;dibstudent03--2016-09-24--23-01.log-17;88;0.0379746835443038;0;3;0.0;0;2;3;18;0;0;3;0;0.0993278813362911;1;181.218;0.062;0.267899517761647;11;1;2;0.5;21.766;1;0;1
9;dibstudent03--2016-09-24--23-01.log-18;115;0.0379746835443038;1;7;0.0;0;2;3;19;0;0;4;0.0737704918032787;0.0934023527561068;1;203.421;0.437;0.577435261915264;10;0.765217391304348;2;0.527777777777778;11.172;0;0;1
10;dibstudent03--2016-09-24--23-01.log-19;115;0.0379746835443038;0;7;0.0;0;2;4;20;0;0;4;0;0.0931658211868394;1;214.671;0.078;0.577435261915264;9;1;2;0.555555555555556;1.11;1;0;1
11;dibstudent03--2016-09-24--23-01.log-20;88;0.0379746835443038;1;1;0.0;0;2;3;21;0;0;3;0;0.0973069152781124;0.765217391304348;215.812;0.031;0.267899517761647;8;1;2;0.583333333333333;23.766;0;0;1
12;dibstudent03--2016-09-24--23-01.log-21;88;0.0379746835443038;0;1;0.0;0;2;3;22;0;0;3;0;0.091822382123017;1;239.593;0.015;0.267899517761647;7;1;2;0.611111111111111;1.641;1;0;1
13;dibstudent03--2016-09-24--23-01.log-22;88;0.0379746835443038;0;1;0.0;0;2;3;23;0;0;3;0;0.0953122927993635;1;241.312;0.078;0.267899517761647;6;1;2;0.638888888888889;4.922;1;0;1
14;dibstudent03--2016-09-24--23-01.log-23;88;0.0379746835443038;0;1;0.0;0;2;3;24;0;0;3;0;0.0974619289340102;1;246.25;0.016;0.267899517761647;5;1;2;0.666666666666667;3.609;1;0;1
15;dibstudent03--2016-09-24--23-01.log-24;88;0.0379746835443038;0;1;0.0;0;2;3;25;0;0;3;0;0.100031609988756;1;249.921;0.062;0.267899517761647;4;1;2;0.694444444444444;7.891;1;0;1
16;dibstudent03--2016-09-24--23-01.log-25;88;0.0379746835443038;0;1;0.0;0;2;3;26;0;0;3;0;0.100818178293071;1;257.89;0.078;0.267899517761647;3;1;2;0.722222222222222;1.844;1;0;1
17;dibstudent03--2016-09-24--23-01.log-26;88;0.0379746835443038;0;1;0.0;0;2;3;27;0;0;3;0;0.103940099705503;1;259.765;0.031;0.267899517761647;2;1;2;0.75;12.922;1;0;1
18;dibstudent03--2016-09-24--23-01.log-27;61;0.0379746835443038;1;1;0.0;0;2;2;28;0;0;2;0;0.102664134284688;0.693181818181818;272.734;0.047;0.350137604871173;1;1;2;0.777777777777778;0.594;0;0;0
19;dibstudent03--2016-09-24--23-01.log-28;34;0.0379746835443038;1;0;0.0;0;2;1;29;0;0;1;0;0.106087599091305;0.557377049180328;273.359;0.031;0.0181731340218864;0;1;2;0.805555555555556;18.25;0;0;0
20;dibstudent03--2016-09-24--23-01.log-31;20;0.0126582278481013;2;0;1.0;0;1;1;32;0;0;1;0.0447427293064877;0.106850449439703;0;299.484;0.016;0.388049867162683;1;0;1;0.888888888888889;2.828;0;0;0
21;dibstudent03--2016-09-24--23-01.log-34;32;0.0126582278481013;1;0;0.0;0.20253164556962;1;1;35;16;16;2;0.0345572354211663;0.10072406211509;1;347.484;0.141;0.456898883052266;1;0.5;1;0.972222222222222;33.875;0;0;1
22;dibstudent03--2016-09-24--23-01.log-35;32;0.0126582278481013;0;0;0.0;0.20253164556962;1;2;36;16;16;2;0;0.0943952802359882;1;381.375;0.016;0.456898883052266;0;1;1;1;0;1;0;1
23;dibstudent03--2016-09-24--23-01.log-4;166;0.0253164556962025;1;1;0.0;0;2;3;5;0;0;3;0.851282051282051;0.128103302503139;0;39.031;0.36;0.203584279112662;2;0;1;0.138888888888889;4.531;0;1;1
24;dibstudent03--2016-09-24--23-01.log-5;166;0.0253164556962025;0;1;0.0;0;2;3;6;0;0;3;0;0.137636776546693;1;43.593;0.031;0.203584279112662;1;1;2;0.166666666666667;45.672;1;0;1
25;dibstudent03--2016-09-24--23-01.log-6;56;0.0126582278481013;1;0;1.0;0;1;3;7;0;0;3;0.223107569721116;0.0783769258330348;0;89.312;0.047;0.254774733694653;0;0;1;0.194444444444444;50.203;0;0;1
26;dibstudent03--2016-09-24--23-01.log-7;88;0.0379746835443038;2;4;0.0;0;2;3;8;0;0;3;0.259587020648968;0.0571428571428571;0;140;0.485;0.267899517761647;21;0;1;0.222222222222222;4.562;0;1;1
27;dibstudent03--2016-09-24--23-01.log-8;88;0.0379746835443038;0;4;0.0;0;2;3;9;0;0;3;0;0.0622299049265341;1;144.625;0.063;0.267899517761647;20;1;2;0.25;1.64;1;0;1
28;dibstudent03--2016-09-24--23-01.log-9;88;0.0379746835443038;0;4;0.0;0;2;3;10;0;0;3;0;0.0682962143408391;1;146.421;0.156;0.267899517761647;19;1;2;0.277777777777778;3.157;1;0;1
29;dibstudent03--2016-09-25--15-42.log-10;4;0.0285714285714286;1;0;0.0;0;2;1;11;0;0;2;0.00427350427350427;0.192401875043728;1;57.172;0.125;0.417514429963863;0;0.5;2;0.189655172413793;13.859;0;0;1
30;dibstudent03--2016-09-25--15-42.log-11;16;0.0571428571428571;2;1;0.0;0;3;2;12;0;0;2;0.0330578512396694;0.168274624186673;0;71.312;0.281;0.290854878838575;23;0;2;0.206896551724138;2.422;0;1;1
31;dibstudent03--2016-09-25--15-42.log-12;16;0.0571428571428571;0;1;0.0;0;3;2;13;0;0;2;0;0.176197123920793;1;73.781;0.047;0.290854878838575;22;1;3;0.224137931034483;20.875;1;0;1
32;dibstudent03--2016-09-25--15-42.log-13;8;0.0571428571428571;1;9;0.0;0;3;1;14;0;0;1;0;0.147660633675062;0.5;94.812;0.156;0.293955098590831;21;1;3;0.241379310344828;11.5;0;0;1
33;dibstudent03--2016-09-25--15-42.log-14;20;0.0571428571428571;1;10;0.0;0;3;1;15;0;0;2;0.0241935483870968;0.141031788565143;1;106.359;0.047;0.406787275775279;20;0.4;3;0.258620689655172;3.063;0;0;1
34;dibstudent03--2016-09-25--15-42.log-15;20;0.0571428571428571;0;10;0.0;0;3;2;16;0;0;2;0;0.145932141554177;1;109.64;0.218;0.406787275775279;19;1;3;0.275862068965517;4.985;1;0;1
35;dibstudent03--2016-09-25--15-42.log-16;20;0.0571428571428571;0;10;0.0;0;3;2;17;0;0;2;0;0.148047514543491;1;114.828;0.203;0.406787275775279;18;1;3;0.293103448275862;3.062;1;0;1
36;dibstudent03--2016-09-25--15-42.log-17;20;0.0571428571428571;0;10;0.0;0;3;2;18;0;0;2;0;0.152079689757433;1;118.359;0.469;0.406787275775279;17;1;3;0.310344827586207;3.078;1;0;1
37;dibstudent03--2016-09-25--15-42.log-18;20;0.0571428571428571;0;10;0.0;0;3;2;19;0;0;2;0;0.156178075886105;1;121.656;0.219;0.406787275775279;16;1;3;0.327586206896552;2.391;1;0;1
38;dibstudent03--2016-09-25--15-42.log-19;20;0.0571428571428571;0;10;0.0;0;3;2;20;0;0;2;0;0.161188929544319;1;124.078;0.031;0.406787275775279;15;1;3;0.344827586206897;1.422;1;0;1
39;dibstudent03--2016-09-25--15-42.log-20;20;0.0571428571428571;0;10;0.0;0;3;2;21;0;0;2;0;0.167101661467948;1;125.672;0.172;0.406787275775279;14;1;3;0.362068965517241;1.796;1;0;1
40;dibstudent03--2016-09-25--15-42.log-21;20;0.0571428571428571;0;10;0.0;0;3;2;22;0;0;2;0;0.17233815880178;1;127.656;0.188;0.406787275775279;13;1;3;0.379310344827586;2.828;1;0;1
41;dibstudent03--2016-09-25--15-42.log-22;20;0.0571428571428571;0;10;0.0;0;3;2;23;0;0;2;0;0.176013223950043;1;130.672;0.188;0.406787275775279;12;1;3;0.396551724137931;3.156;1;0;1
42;dibstudent03--2016-09-25--15-42.log-23;20;0.0428571428571429;1;2;1.0;0;2;2;24;0;0;2;0.0387596899224806;0.179293136808134;0;133.859;0.031;0.406787275775279;11;0;2;0.413793103448276;3.5;0;0;1
43;dibstudent03--2016-09-25--15-42.log-24;20;0.0428571428571429;0;2;0.0;0;2;2;25;0;0;2;0;0.181901525789998;1;137.437;0.078;0.406787275775279;10;1;2;0.431034482758621;3.86;1;0;1
44;dibstudent03--2016-09-25--15-42.log-25;20;0.0428571428571429;0;2;0.0;0;2;2;26;0;0;2;0;0.183867728384934;1;141.406;0.109;0.406787275775279;9;1;2;0.448275862068966;70.578;1;0;1
45;dibstudent03--2016-09-25--15-42.log-26;12;0.0428571428571429;1;7;0.0;0;2;1;27;0;0;1;0;0.127349479989623;0.6;212.015;0.031;0.293798054282534;8;1;2;0.46551724137931;13.594;0;0;1
46;dibstudent03--2016-09-25--15-42.log-27;20;0.0428571428571429;1;1;0.0;0;2;1;28;0;0;2;0;0.12409147314306;1;225.64;0.031;0.406787275775279;7;0.6;2;0.482758620689655;11.563;0;0;1
47;dibstudent03--2016-09-25--15-42.log-28;20;0.0428571428571429;0;1;0.0;0;2;2;29;0;0;2;0;0.122242174393215;1;237.234;0.031;0.406787275775279;6;1;2;0.5;1.781;1;0;1
48;dibstudent03--2016-09-25--15-42.log-29;20;0.0428571428571429;0;1;0.0;0;2;2;30;0;0;2;0;0.125432742963223;1;239.172;0.157;0.406787275775279;5;1;2;0.517241379310345;3.984;1;0;1
49;dibstudent03--2016-09-25--15-42.log-30;20;0.0428571428571429;0;1;0.0;0;2;2;31;0;0;2;0;0.127465532908722;1;243.203;0.047;0.406787275775279;4;1;2;0.53448275862069;4.109;1;0;1
50;dibstudent03--2016-09-25--15-42.log-31;20;0.0428571428571429;0;1;0.0;0;2;2;32;0;0;2;0;0.129382843834908;1;247.328;0.016;0.406787275775279;3;1;2;0.551724137931034;1.359;1;0;1
51;dibstudent03--2016-09-25--15-42.log-32;20;0.0428571428571429;0;1;0.0;0;2;2;33;0;0;2;0;0.13268838735359;1;248.703;0.016;0.406787275775279;2;1;2;0.568965517241379;2.922;1;0;1
52;dibstudent03--2016-09-25--15-42.log-34;20;0.0428571428571429;1;0;0.0;0;2;1;35;0;0;2;0;0.135881169975697;1;257.578;0.016;0.406787275775279;0;0.6;2;0.603448275862069;64;0;0;1
53;dibstudent03--2016-09-25--15-42.log-35;16;0.0428571428571429;4;5;0.0;0.114285714285714;2;2;36;0;4;2;0;0.11193716593752;0.8;321.609;0.031;0.360918517565144;5;1;2;0.620689655172414;121.855;0;1;1
54;dibstudent03--2016-09-25--15-42.log-36;80;0.0571428571428571;1;7;0.0;0.114285714285714;3;2;37;4;4;2;0.134228187919463;0.08335473522481;0;443.886;0.422;0.289653206327448;4;0;2;0.637931034482759;8.735;0;1;1
55;dibstudent03--2016-09-25--15-42.log-37;80;0.0571428571428571;0;7;0.0;0.114285714285714;3;2;38;4;4;2;0;0.083900396981352;1;452.918;0.297;0.289653206327448;3;1;3;0.655172413793103;20.531;1;0;1
56;dibstudent03--2016-09-25--15-42.log-38;80;0.0571428571428571;0;7;0.0;0.114285714285714;3;2;39;4;4;2;0;0.082330762783962;1;473.699;0.25;0.289653206327448;2;1;3;0.672413793103448;6.297;1;0;1
57;dibstudent03--2016-09-25--15-42.log-39;80;0.0571428571428571;0;7;0.0;0.114285714285714;3;2;40;4;4;2;0;0.0832880454586152;1;480.261;0.265;0.289653206327448;1;1;3;0.689655172413793;113.672;1;0;1
58;dibstudent03--2016-09-25--15-42.log-40;80;0.0571428571428571;0;7;0.0;0.114285714285714;3;2;41;4;4;2;0;0.0690240338318777;1;593.996;0.063;0.289653206327448;0;1;3;0.706896551724138;17.734;1;0;1
59;dibstudent03--2016-09-25--15-42.log-41;80;0.0571428571428571;5;5;0.0;0.185714285714286;3;2;42;4;9;2;0;0.0685474789216502;1;612.714;0.984;0.289653206327448;0;1;3;0.724137931034483;15.813;0;1;1
60;dibstudent03--2016-09-25--15-42.log-43;16;0.0571428571428571;0;0;0.0;0.128571428571429;3;2;44;5;5;2;0;0.0693925314710901;1;634.074;0.235;0.395432713785753;4;1;3;0.758620689655172;2.015;1;0;1
61;dibstudent03--2016-09-25--15-42.log-44;16;0.0571428571428571;0;0;0.0;0.128571428571429;3;2;45;5;5;2;0;0.0707221358713674;1;636.293;0.204;0.395432713785753;3;1;3;0.775862068965517;2.343;1;0;1
62;dibstudent03--2016-09-25--15-42.log-45;16;0.0571428571428571;0;0;0.0;0.128571428571429;3;2;46;5;5;2;0;0.0720249018269273;1;638.668;0.032;0.395432713785753;2;1;3;0.793103448275862;6.062;1;0;1
63;dibstudent03--2016-09-25--15-42.log-46;16;0.0571428571428571;0;0;0.0;0.128571428571429;3;2;47;5;5;2;0;0.0728846019647828;1;644.855;0.125;0.395432713785753;1;1;3;0.810344827586207;15.141;1;0;1
64;dibstudent03--2016-09-25--15-42.log-47;16;0.0571428571428571;0;0;0.0;0.128571428571429;3;2;48;5;5;2;0;0.0727260606262623;1;660.011;0.015;0.395432713785753;0;1;3;0.827586206896552;36.797;1;0;1
65;dibstudent03--2016-09-25--15-42.log-48;16;0.0571428571428571;2;0;0.0;0.128571428571429;3;2;49;4;5;2;0;0.0703080496977471;0;696.933;0.125;0.341994289107748;0;0;3;0.844827586206897;14.36;0;0;1
66;dibstudent03--2016-09-25--15-42.log-49;80;0.0571428571428571;4;5;0.0;0.185714285714286;3;2;50;5;9;2;0;0.070272982427538;1;711.511;0.218;0.289653206327448;8;0.2;3;0.862068965517241;10.438;0;1;1
67;dibstudent03--2016-09-25--15-56.log-10;12;0.0285714285714286;1;0;0.0;0;2;1;11;0;0;1;0;0.0404087900138859;0.5;272.218;0.031;0.000422070096369409;0;1;2;0.203703703703704;10.297;0;0;0
68;dibstudent03--2016-09-25--15-56.log-11;12;0.0285714285714286;2;9;0.0;0;2;0;12;0;0;1;0;0.0424732153285834;0;282.531;0.016;0.14056325858881;0;0;2;0.222222222222222;21.469;0;0;0
69;dibstudent03--2016-09-25--15-56.log-12;12;0.0285714285714286;2;9;0.0;0;2;0;13;0;0;1;0.018018018018018;0.0427478305475997;0;304.109;0.109;0.042203478143283;8;0;2;0.240740740740741;6.078;0;0;0
70;dibstudent03--2016-09-25--15-56.log-13;24;0.0285714285714286;1;6;0.0;0;2;1;14;0;0;2;0;0.0451295540555351;1;310.218;0.031;0.32402153467164;7;0.5;2;0.259259259259259;4.766;0;0;1
71;dibstudent03--2016-09-25--15-56.log-14;24;0.0285714285714286;0;6;0.0;0;2;2;15;0;0;2;0;0.0476049928116461;1;315.093;0.109;0.32402153467164;6;1;2;0.277777777777778;2.516;1;0;1
72;dibstudent03--2016-09-25--15-56.log-15;24;0.0285714285714286;0;6;0.0;0;2;2;16;0;0;2;0;0.0503540519276161;1;317.75;0.141;0.32402153467164;5;1;2;0.296296296296296;1.843;1;0;1
73;dibstudent03--2016-09-25--15-56.log-16;24;0.0285714285714286;0;6;0.0;0;2;2;17;0;0;2;0;0.0531848329370542;1;319.64;0.047;0.32402153467164;4;1;2;0.314814814814815;2.438;1;0;1
74;dibstudent03--2016-09-25--15-56.log-17;24;0.0285714285714286;0;6;0.0;0;2;2;18;0;0;2;0;0.0558654016256832;1;322.203;0.125;0.32402153467164;3;1;2;0.333333333333333;1.937;1;0;1
75;dibstudent03--2016-09-25--15-56.log-18;24;0.0285714285714286;0;6;0.0;0;2;2;19;0;0;2;0;0.0586108609010032;1;324.172;0.032;0.32402153467164;2;1;2;0.351851851851852;53.562;1;0;1
76;dibstudent03--2016-09-25--15-56.log-19;24;0.0285714285714286;0;6;0.0;0;2;2;20;0;0;2;0;0.0529407249173463;1;377.781;0.047;0.32402153467164;1;1;2;0.37037037037037;96.906;1;0;1
77;dibstudent03--2016-09-25--15-56.log-20;36;0.0285714285714286;1;2;0.0;0;2;2;21;0;0;3;0.0176991150442478;0.0442352980827158;1;474.734;0.047;0.395954621846061;0;0.666666666666667;2;0.388888888888889;38.953;0;0;1
78;dibstudent03--2016-09-25--15-56.log-21;156;0.0571428571428571;2;2;0.0;0;3;3;22;0;0;3;0.18705035971223;0.0427885700059904;0;514.156;0.469;0.411755242163313;2;0;2;0.407407407407407;3.328;0;1;1
79;dibstudent03--2016-09-25--15-56.log-22;156;0.0571428571428571;0;2;0.0;0;3;3;23;0;0;3;0;0.0444150060925802;1;517.843;0.359;0.411755242163313;1;1;3;0.425925925925926;15.094;1;0;1
80;dibstudent03--2016-09-25--15-56.log-23;156;0.0571428571428571;0;2;0.0;0;3;3;24;0;0;3;0;0.0450294943187788;1;532.984;0.047;0.411755242163313;0;1;3;0.444444444444444;1.297;1;0;1
81;dibstudent03--2016-09-25--15-56.log-25;24;0.0285714285714286;1;4;0.0;0;2;2;26;0;0;2;0;0.0462891254381889;0.666666666666667;561.687;0.031;0.32402153467164;0;1;2;0.481481481481481;2.906;0;0;0
82;dibstudent03--2016-09-25--15-56.log-26;120;0.0571428571428571;2;2;0.0;0;3;2;27;0;0;2;0;0.0478180787758572;0;564.64;0.047;0.393252156760782;1;0;2;0.5;4.813;0;1;1
83;dibstudent03--2016-09-25--15-56.log-27;120;0.0571428571428571;0;2;0.0;0;3;2;28;0;0;2;0;0.0491673163776331;1;569.484;0.031;0.393252156760782;0;1;3;0.518518518518518;1.156;1;0;1
84;dibstudent03--2016-09-25--15-56.log-28;24;0.0285714285714286;2;4;1.0;0;2;2;29;0;0;2;0;0.0508187068917176;0;570.656;0.016;0.32402153467164;2;0;2;0.537037037037037;0.859;0;0;0
85;dibstudent03--2016-09-25--15-56.log-29;72;0.0428571428571429;1;0;0.0;0;3;2;30;0;0;2;0.0794701986754967;0.052477644523433;0;571.672;0.157;0.412003032625233;1;0;2;0.555555555555556;3.75;0;1;1
86;dibstudent03--2016-09-25--15-56.log-30;72;0.0428571428571429;0;0;0.0;0;3;2;31;0;0;2;0;0.0538677009265245;1;575.484;0.062;0.412003032625233;0;1;3;0.574074074074074;6.563;1;0;1
87;dibstudent03--2016-09-25--15-56.log-31;72;0.0428571428571429;3;2;0.0;0.0428571428571429;3;2;32;0;3;2;0;0.0549533583371114;1;582.312;0.265;0.412003032625233;5;1;3;0.592592592592593;25.125;0;1;1
88;dibstudent03--2016-09-25--15-56.log-32;36;0.0428571428571429;0;2;0.0;0.0428571428571429;3;2;33;3;3;2;0;0.0543238491574865;0.5;607.468;0.031;0.312732452137707;4;1;3;0.611111111111111;12.266;1;0;1
89;dibstudent03--2016-09-25--15-56.log-33;36;0.0428571428571429;0;2;0.0;0.0428571428571429;3;2;34;3;3;2;0;0.0548580869694295;1;619.781;0.047;0.312732452137707;3;1;3;0.62962962962963;258.266;1;0;1
90;dibstudent03--2016-09-25--15-56.log-34;156;0.0571428571428571;1;3;0.0;0.0428571428571429;4;2;35;3;3;2;0.146892655367232;0.0398477587912695;0;878.343;0.296;0.36242800825915;2;0;3;0.648148148148148;8.657;0;1;1
91;dibstudent03--2016-09-25--15-56.log-36;156;0.0571428571428571;1;2;0.0;0.0428571428571429;4;2;37;3;3;2;0;0.0410918436022221;0;900.422;0.204;0.36242800825915;0;0;3;0.685185185185185;2.437;0;1;1
92;dibstudent03--2016-09-25--15-56.log-39;48;0.0428571428571429;4;6;0.0;0.0571428571428571;3;2;40;0;4;2;0;0.0390206214229065;0.813559322033898;1025.099;0.031;0.26156179329727;7;1;3;0.740740740740741;14.547;0;1;1
93;dibstudent03--2016-09-25--15-56.log-40;48;0.0428571428571429;1;1;0.0;0.0571428571428571;3;1;41;4;4;1;0;0.0394353246248595;1;1039.677;0.031;0.26156179329727;6;1;3;0.759259259259259;2.235;0;0;1
94;dibstudent03--2016-09-25--15-56.log-41;48;0.0428571428571429;0;1;0.0;0.0571428571428571;3;1;42;4;4;1;0;0.0403099257433582;1;1041.927;0.015;0.26156179329727;5;1;3;0.777777777777778;4.672;1;0;1
95;dibstudent03--2016-09-25--15-56.log-42;48;0.0428571428571429;0;1;0.0;0.0571428571428571;3;1;43;4;4;1;0;0.041083613752883;1;1046.646;0.047;0.26156179329727;4;1;3;0.796296296296296;1.031;1;0;1
96;dibstudent03--2016-09-25--15-56.log-43;48;0.0428571428571429;0;1;0.0;0.0571428571428571;3;1;44;4;4;1;0;0.0419945101722157;1;1047.756;0.079;0.26156179329727;3;1;3;0.814814814814815;1.296;1;0;1
97;dibstudent03--2016-09-25--15-56.log-44;48;0.0428571428571429;0;1;0.0;0.0571428571428571;3;1;45;4;4;1;0;0.0428939499513392;1;1049.099;0.047;0.26156179329727;2;1;3;0.833333333333333;3.078;1;0;1
98;dibstudent03--2016-09-25--15-56.log-45;48;0.0428571428571429;0;1;0.0;0.0571428571428571;3;1;46;4;4;1;0;0.0437169271942096;1;1052.224;0.047;0.26156179329727;1;1;3;0.851851851851852;1.172;1;0;1
99;dibstudent03--2016-09-25--15-56.log-47;2;0.0571428571428571;8;1;0.0;0;2;1;48;0;0;1;0.00172265288544358;0.045315509233035;0;1059.24;0.016;0.001532428523631;4;0;1;0.888888888888889;4.625;0;0;0
100;dibstudent03--2016-09-25--15-56.log-48;2;0.0571428571428571;0;1;0.0;0;2;1;49;0;0;1;0;0.0460571334040169;1;1063.896;0.031;0.001532428523631;3;1;2;0.907407407407407;2.281;1;0;0
101;dibstudent03--2016-09-25--15-56.log-50;1;0.0428571428571429;1;1;1.0;0;1;1;51;0;0;1;0;0.0477735197936933;0.5;1067.537;0.078;0;1;1;1;0.944444444444444;1.344;0;0;0
102;dibstudent03--2016-09-25--15-56.log-51;2;0.0571428571428571;1;0;0.0;0;2;1;52;0;0;1;0;0.0486483250007484;1;1068.896;0.015;0.001532428523631;0;0.5;1;0.962962962962963;83.235;0;1;0
103;dibstudent03--2016-09-25--15-56.log-52;36;0.0428571428571429;9;0;0.0;0.0428571428571429;3;1;53;0;3;2;0;0.0460004756275593;0;1152.162;0.031;0.312732452137707;1;0;1;0.981481481481482;35.75;0;0;1
104;dibstudent03--2016-09-25--15-56.log-53;36;0.0428571428571429;0;0;0.0;0.0428571428571429;3;2;54;3;3;2;0;0.0454561142261644;1;1187.959;0.047;0.312732452137707;0;1;3;1;0;1;0;1
105;dibstudent03--2016-09-25--15-56.log-7;12;0.0285714285714286;2;9;0.0;0;2;0;8;0;0;1;0;0.033177812337999;0;241.125;0;0.14056325858881;0;0;2;0.148148148148148;9.765;0;0;0
106;dibstudent03--2016-09-25--15-56.log-8;12;0.0285714285714286;2;1;0.0;0;2;0;9;0;0;1;0.0186915887850467;0.0358521457509232;0;251.031;0.141;0.0298737856438758;2;0;2;0.166666666666667;17.172;0;0;0
107;dibstudent03--2016-09-25--16-20.log-0;4;0.0285714285714286;0;22;0.0;0;2;0;1;0;0;1;0.00343347639484979;1;1;0.094;0.094;0.219110435981261;5;0.5;0;0.0208333333333333;2.546;0;0;1
108;dibstudent03--2016-09-25--16-20.log-1;4;0.0285714285714286;0;22;0.0;0;2;1;2;0;0;1;0;0.748502994011976;1;2.672;0.032;0.219110435981261;4;1;2;0.0416666666666667;2.015;0;0;1
109;dibstudent03--2016-09-25--16-20.log-10;20;0.0428571428571429;1;13;0.0;0;3;1;11;0;0;1;0;0.20154641064165;0;54.578;0.422;0.20837116698156;12;0;2;0.229166666666667;3.766;0;1;1
110;dibstudent03--2016-09-25--16-20.log-11;20;0.0428571428571429;0;13;0.0;0;3;1;12;0;0;1;0;0.205236963177068;1;58.469;0.125;0.20837116698156;11;1;3;0.25;5.062;1;0;1
111;dibstudent03--2016-09-25--16-20.log-12;20;0.0428571428571429;0;13;0.0;0;3;1;13;0;0;1;0;0.204624514016779;1;63.531;0;0.20837116698156;10;1;3;0.270833333333333;4.484;1;0;1
112;dibstudent03--2016-09-25--16-20.log-13;20;0.0428571428571429;0;13;0.0;0;3;1;14;0;0;1;0;0.205459348400352;1;68.14;0.125;0.20837116698156;9;1;3;0.291666666666667;1.391;1;0;1
113;dibstudent03--2016-09-25--16-20.log-14;20;0.0428571428571429;0;13;0.0;0;3;1;15;0;0;1;0;0.215149385389922;1;69.719;0.188;0.20837116698156;8;1;3;0.3125;2.093;1;0;1
114;dibstudent03--2016-09-25--16-20.log-15;20;0.0428571428571429;0;13;0.0;0;3;1;16;0;0;1;0;0.222077255125127;1;72.047;0.235;0.20837116698156;7;1;3;0.333333333333333;2.89;1;0;1
115;dibstudent03--2016-09-25--16-20.log-16;20;0.0428571428571429;0;13;0.0;0;3;1;17;0;0;1;0;0.226808800181447;1;74.953;0.016;0.20837116698156;6;1;3;0.354166666666667;36.094;1;0;1
116;dibstudent03--2016-09-25--16-20.log-17;20;0.0428571428571429;0;13;0.0;0;3;1;18;0;0;1;0;0.161775940322653;1;111.265;0.218;0.20837116698156;5;1;3;0.375;32.766;1;0;1
117;dibstudent03--2016-09-25--16-20.log-18;20;0.0428571428571429;0;13;0.0;0;3;1;19;0;0;1;0;0.13170207604062;1;144.265;0.234;0.20837116698156;4;1;3;0.395833333333333;13.782;1;0;1
118;dibstudent03--2016-09-25--16-20.log-19;20;0.0428571428571429;0;13;0.0;0;3;1;20;0;0;1;0;0.126382306477093;1;158.25;0.203;0.20837116698156;3;1;3;0.416666666666667;10.422;1;0;1
119;dibstudent03--2016-09-25--16-20.log-2;4;0.0285714285714286;0;22;0.0;0;2;1;3;0;0;1;0;0.637890708058686;1;4.703;0.016;0.219110435981261;3;1;2;0.0625;15.344;1;0;1
120;dibstudent03--2016-09-25--16-20.log-21;4;0.0285714285714286;0;8;0.0;0;2;1;22;0;0;1;0;0.129032258064516;1;170.5;0.016;0.219110435981261;1;1;2;0.458333333333333;1.328;1;0;1
121;dibstudent03--2016-09-25--16-20.log-22;4;0.0285714285714286;0;8;0.0;0;2;1;23;0;0;1;0;0.133854785017576;1;171.828;0;0.219110435981261;0;1;2;0.479166666666667;18.078;1;0;1
122;dibstudent03--2016-09-25--16-20.log-25;150;0.0857142857142857;1;0;0.0;0;4;1;26;0;0;1;0.109170305676856;0.132221318144833;0;196.64;0.203;0.36136631049578;1;0;3;0.541666666666667;1.266;0;1;1
123;dibstudent03--2016-09-25--16-20.log-26;150;0.0857142857142857;0;0;0.0;0;4;1;27;0;0;1;0;0.135998912008704;1;198.531;0.625;0.36136631049578;0;1;4;0.5625;2.078;1;0;1
